Rating,Content,Date
5,"Удобно, главное чтобы было надёжно.",2017-07-12
1,Не работает на прошивке флейм,2017-07-12
5,Отлично!!!,2017-07-12
5,Весьма удобно во всех отношениях.,2017-07-12
5,"Очень хорошо, что разработчики прислушиваются к отзывам. Приложение улучшилось. Так держать!",2017-07-12
5,Очень удобно,2017-07-12
5,Все хорошо.,2017-07-12
5,Пока не плохо. Посмотрим что будет дальше,2017-07-12
1,Не могу скачать никак!,2017-07-12
5,Всё удобно...,2017-07-12
5,"Все норм, но я бы ещё добавил кнопку отложить часть денег с возможностью снять их только в банке типа сберкнижки. Так сказать самозапрет, а то вечно бабки просираю. А так бы само приложение не давало их снимать)",2017-07-12
5,Лучшие) не могу без него,2017-07-12
5,Приложение очень удобное! 5+,2017-07-12
5,"Удобно,практично, оперативно",2017-07-12
5,"Месяц как пользуюсь, есть сравнение с другими банками такими как Втб24, UniCredit. Это приложение в целом лучше.",2017-07-12
5,Очень часто приложение остонавлеваеться это плохо.,2017-07-12
5,Все нравится.,2017-07-12
5,Работает изи,2017-07-12
5,Мне приложение нравится,2017-07-12
2,"Сложности со входом, либо ошибка 491, приходят смс на мобильный 900, оплатить квартплату а я после всех ошибок сомневаюсь, а вы ли это? Не оплачиваю, заранее благодарю, но настройки сбились.",2017-07-12
5,Удобно. Быстро. Безопасно. Спасибо за отличное обслуживание!))),2017-07-12
5,нужная вещь,2017-07-12
4,Все гуд,2017-07-12
5,Ужасно! Куда дели функцию перевода денежных средств? Почему нет смс оповещения входа в программу? Исправите поставлю 5 звезд.,2017-07-12
5,Все работает отлично и очень удобно!!!,2017-07-12
2,"Бесит двойной нобор пароля. Набираешь, заходишь в свой профиль, и тут тебя снова на ввод пароля выбрасывает.",2017-07-12
2,Приложение не загружается. После ввода пароля сбрасывается. Это только у меня? Подскажите что делать.,2017-07-12
5,Отлично,2017-07-12
2,"После обнавления стало ужасно неудобно пользоваться, нельзя пополнить даже баланс телефона, который не привязан к карте",2017-07-12
2,"Как отключить функцию ""Мой помощник""?",2017-07-12
5,Супер)),2017-07-12
1,"Как заплатить жкх?скачала чтоб никуда не ходить,бездарно сделано обновление,пошла в банкомат,а вы обтекайте от недовольства клиентов,или вам всё равно,тинькофф рулит",2017-07-12
5,Супер,2017-07-12
1,Присоединюсь к ниже написавшим. Задолал антивирь. Видит файл какой-то удалять сам не может. Через проводник удалил он его все равно видит. Перезагрузка не помогала,2017-07-12
5,"Понятно, удобно, быстро, реально классное приложение, рекомендую подключайтесь.",2017-07-12
1,Ужас приложение не устанавливается на телефон,2017-07-12
4,"Мне нравится приложение. Четко и ясно сформированы функции, видно каждую операцию, можно сохранять чеки по операциям в почте, на телефоне. Воспользоваться приложением в телефоне можно быстро, не затрачивая много времени",2017-07-12
5,Ахуенен,2017-07-12
1,"Ужасное приложение, тупит без конца. Даже заново не могу зарегистрироваться жду грёбаную смс 10 минут и ничего не приходит похоже ваши операторы спят вместо того чтобы работать?",2017-07-12
5,Удобно и просто,2017-07-12
5,Норм,2017-07-12
5,По моему очень удобное приложение.Мне нравится ставлю оценку отлично!,2017-07-12
1,"ние испортилось, не работает с телефонами марки meizu. Пишет рут доступ. В сбербанке об этой проблеме знают, но ничего не исправляют. Таким образом на телефонах указанной марки это приложение бесполезно",2017-07-12
5,Все просто прекрасно),2017-07-12
1,"Поработало и крякнуло, не зайти ((( прошла неделя, а приложение не позволяет зайти в него. Что делать, никак не работоспособный девайс( НЕ РАБОТАЕТ, ЧТО ЗА Х....??",2017-07-12
2,"1) антивирус не отключить, однако он сильно замедляет работу приложения. 2) рут прав нет, предупреждения о том, что телефон рутирован - постоянны. 3) после последнего обновления приложение крашится сразу после ввода пинкода/отпечатка, крайне редко получается корректно запустить приложение. Вывод, в связи с неработоспособностью вынужден пользоваться сайтом сбербанк",2017-07-12
5,Очень удобно!,2017-07-12
5,Иногда при запуске пишет что проблемы с сетью-перезапускаю приложение и все нормально.Еще иногда приходится два раза вводить пароль для входа.Интересная функция выбора своей картинки при входе в Сбербанк Онлайн.,2017-07-12
5,"Спасибо за приложение,удобно.",2017-07-12
1,"Обычно пишу только о хорошем, но эта программа полный отстой. Банк в вашем кармане ещё никогда не был... Верните смски ! Дурацкий антивирус проверяет систему очень долго и в итоге ""обратитесь в поддержку"" хотя телефон не рутнутый и все ок. Нафиг приложению доступ к звонкам то же не понятно. Похоже, буду искать другой банк...",2017-07-12
5,СПАСИБО МЕНЯ ВСЁ УСТРАИВАЕТ....,2017-07-12
5,Ок,2017-07-12
5,Меня все устраивает,2017-07-12
5,Очень удобное приложение.,2017-07-12
2,"Есть пункт написать в банк,по ходу это не работает.написала уже 2 письма,при чем в отправленных нет ни одного.да и ответа тоже от банка нет",2017-07-12
3,Приложение авно полнейшее...чтобы войти приходится сто раз набирать пороль...если есть антивирус зайти вообще не вариант...не понятно почему решают за меня пользоваться мне анивирусом или нет...да и вообще работа сбера оставляет желать лучшего...(((,2017-07-12
5,Мне нравиться. Удобно очень.,2017-07-12
5,"Очень удобное приложение, можно оплачивать счета не выходя из дома)",2017-07-12
3,Долго идет запуск приложения!,2017-07-12
5,"Очень классное приложение, удобное, выручает постоянно)))",2017-07-12
5,Очень удобный спасибо разработчиков,2017-07-12
5,Все классно,2017-07-12
1,"Исправте все ошибки. Не программа, а вообще не понятно что стала. Думает очень очень долго. Аж раздрожает это. При входе вылетает и просит повторно пароль или отпечаток. Бесит. Сделайте нормально.",2017-07-12
5,Зе бест,2017-07-12
2,Скачиваю приложение оно уставливает но не скачивает потом заново идет скачивание почему так разберитесь пожалуйста с этим,2017-07-12
5,Норма,2017-07-12
5,Все работает отлично,2017-07-12
5,Все четко и ясно. Отличное приложение,2017-07-12
5,Удобно,2017-07-12
1,"На смартфоне Meizu на flume os не работает полная версия, root права не установлены, как избавится от данной проблемы?",2017-07-12
5,Мне понравилось. Все доступно и просто,2017-07-12
5,Всё удобно!,2017-07-12
5,Молодцы!!!,2017-07-12
5,Отличное приложение,2017-07-12
5,Пока все устраивает.,2017-07-12
5,"Отличное приложение. Очень удобно совершать с его помощью платежи. Но небольшой минус в том, что порой приложение подвисает и не показывает реальный счет карточки, приходится несколько раз перезапускать",2017-07-12
5,Нужная программа,2017-07-12
1,"Не возможно скачать приложение после удаления , сброс устройства до заводских настроек. И после выдаёт 24 ошибку!!!!!!!!!",2017-07-12
5,Спасибо,2017-07-12
5,Очень удобно управлять своими деньгами! Когда они есть! 😀,2017-07-12
4,Молодцы,2017-07-12
5,"Да, вход занимает пару минут, но в остальном меня все устраивает!!!",2017-07-12
1,"Ужас какой то!прога вообще не работает!постоянно пишет,ошибка операции повторите позже.даже ЖКХ оплатить не могу...очень жаль!",2017-07-12
3,"Иногда бывают зависания приложения и платеж не списывается с карты. Например, если нужно оплатить мобильную связь или что-нибудь ещё.",2017-07-12
5,В приложении не работает платеж с помощью QR кода,2017-07-12
2,Невозможно оплатить ЖКУ. Ошибка.,2017-07-12
5,"Вылетает, когда заходишь в Мои шаблоны",2017-07-12
4,Очень просто в обращении,2017-07-12
5,Приложение на 5 с +,2017-07-12
5,Очень удобное приложение!)))),2017-07-12
1,На андроид 6 постоянно вылетает уже на2 м устройстве,2017-07-12
1,Постоянные сбои и тормоза,2017-07-12
5,супер,2017-07-12
5,Программа очень хорошая Мне нравится ))),2017-07-12
5,Всё нравится ))),2017-07-12
4,"Несколько раз приходится вводить пароль, в остальном отлично",2017-07-12
2,"Уважаемые разработчики, я конечно понимаю что безопасность это важно и все такое, но пока все эти прошивки проверяются (нельзя ее один раз при установке приложения делать?) Я забываю зачем открывал! Ужасно долго загружается! Потом просит пароль. Набираешь, опять думает, показывает приветствие и снова пароль. С первого раза почти никогда не заходит. Тоже безопасность? Почему до сих пор не сделаете вход по отпечатку? Хотя может конечно я не видел настройку? По моему приложение может и должно быть лучше. Доработайте пожалуйста!",2017-07-12
5,Классное приложения,2017-07-12
1,"У меня отсутствует опция перевода на другую карту, клиенту сбербанка! Я пересмотрела все вкладки, прочитала инструкцию, посмотрела видео, везде есть опция ""перевод на другую карту"".у меня данных вкладок нет",2017-07-12
5,"Удобно,отличное приложение",2017-07-12
1,"Не могу зарегистрироваться, не приходит смс!",2017-07-12
5,Удобное приложение.,2017-07-12
5,"Нормальное приложение,очень удобно",2017-07-12
3,Грузит долго,2017-07-12
5,Все супер молодцы Кристина,2017-07-12
1,Зачем блокировать функции из за рут-прав. Стало бесполезно работать в приложении,2017-07-12
5,Всё нравится,2017-07-12
5,Все отлично. Предложений не имею.,2017-07-12
5,Приложение удобное. Мне все нравится ),2017-07-12
5,"Зачем мне в сбербанк-онлайн уведомление о том, что я вошёл в сбербанк- онлайн? Я и так это вижу. Ещё понимаю, если бы уведомление приходило, когда я с других устройств сервисом пользуюсь, но с того же самого: зачем?",2017-07-12
5,Всё супер,2017-07-12
5,Оличное приложение ++++,2017-07-12
5,"Спасибо специалистам приложения Сбербанк за помощь и грамотный ответ! Очень умное приложение, если возникают вопросы, то надо обращаться к специалистам. Мне помогли в течение часа.",2017-07-12
5,Я полностью доволен приложением!,2017-07-12
2,"Как вы надоели со своим антивирусом и рут правами (ограничение на работу приложения) ... Из за компьютерной безграмотности большинства людей должны страдать другие люди... Сделайте галку ""все риски от рута и левой прошивки беру на себя"" и дайте работать с приложением нормально.",2017-07-12
5,Всё хорошо 🆗,2017-07-12
5,Удачи,2017-07-12
5,Норм,2017-07-12
5,"В целом хорошо работает. Иногда заходит не сразу, но это уже качество связи.",2017-07-12
5,"Удобно, мобильно, быстро",2017-07-12
5,Клас,2017-07-12
2,"Второе обновление, которое блокирует платежи, кроме шаблонов. В пошлый раз сказали это был глюк, а сейчас что？",2017-07-12
5,После обновления вылетает при переходе на раздел Шаблоны. Galaxy S7.,2017-07-12
5,Всё супер,2017-07-12
5,Спасибо за приложение!,2017-07-12
5,Все хорошо,2017-07-12
2,Сбербанк онлайн не Грузит,2017-07-12
5,Удобное приложение,2017-07-12
5,Удобное полезное приложение всё расписано по пунктам что позволяет пользователю этим приложением людям не сильно знакомым с онлайн либанком,2017-07-12
5,"Пуш сообщения не защещины паролем а в них может быть секретная информация. Желательно исправить, или удалить эту функцию",2017-07-12
5,Все отлично,2017-07-12
5,Всё норм! Так держать!!!,2017-07-12
5,Все хорошо спасибо,2017-07-12
2,The application freezes during antivirus initialization on stock non rooted device. This problem is valid since April 2017 (maybe earlier). No updates resolving this problem,2017-07-11
3,Не всегда срабатывает вход по отпечатку пальцев (не может восстановить пин-код). При расчётах в иностранной валюте нет возможности узнать курс расчёта и сумму списания со счёта).,2017-07-11
1,"Приложение чем дальше, тем менее удобное для клиентов. Есть фундаментальные ошибки: при переводе на обслуживание в другой тербанк, исчезает доступ к ранее открытым вкладам, истории операций, шаблонам. Оценка 1 разработчикам",2017-07-11
1,Отслеживание стоимости и динамики паев Сбербанка добавьте,2017-07-11
5,Very good app.,2017-07-11
5,Отличное предложение,2017-07-11
1,Почему я должен лишать себя прав администратора (Root) на смартфоне чтоб ваше приложение работало?,2017-07-11
5,Очень удобно. Нажатием кнопки решил проблемы. Вот бы также легко и заработать эти деньги.,2017-07-11
5,Все хорошо,2017-07-11
5,"Все здорово!!! Пока ещё не разобрался во всех тонкостях, этим приложением хочется пользоваться!)",2017-07-11
5,"Спасибо,удобное и нужное приложение",2017-07-11
5,"Всё понятно,удобно и быстро.спасибо.",2017-07-11
5,Норм,2017-07-11
5,Хорошее,2017-07-11
5,Хорошее приложение,2017-07-11
5,Молодцы,2017-07-11
1,"Ужасное приложение стало еще хуже. У разработчиков явно что то с руками... Итак периодически гдючило, так сейчас еще и из за якобы рут прав все урезано. Хотя рут прав нет на устройстве. 2 месяца назад писал об этой проблеме в т.п. В ближайшее время обещали устранить. Видимо ближайшее время - это ближайшие несколько лет. Такие детские косяки надо устранять МОМЕНТАЛЬНО. Этот банк то и существует только потому что много народу осталось в нем ее со времен СССР, денег больше чем у всех остальных банков, а нормально работать не могут до сих пор. Что в отделееиях бардак, что с по.",2017-07-11
4,Нормальноное приложение для меня удобно,2017-07-11
5,"Хорошее приложение, быстро работает, очень удобно.",2017-07-11
4,"Всё работает, но...",2017-07-11
5,Очень удобно и экономит время!,2017-07-11
5,Работает нормально.глючит только после обновления.удобная вещь понятный интерфейс.даже люди за 60 лет пользуются с удобством мои и забыли что значит толкаться в очередях в банке))),2017-07-11
1,С какой стати мне навязывают антивирус? И не надо мне запускать регулярные проверки телефона без моего на это разрешения.,2017-07-11
2,"Заходит с 2-4 раза, вылетает. При связи 2G 3G зайти без вариантов. До обновления было все хорошо.",2017-07-11
5,"Привет всем у меня Samsung geleksi not 4 я кроме ,свойм щетам не могу отправить не кому !и даже не могу пополнить щет телефоной связи .родным и близким ,вопрос !Почему ?",2017-07-11
4,"Все красиво и приятно, но антивирус очень надоел, проверяет постоянно смартфон, не нужно беспокоиться о безопасности моего смартфона, это не задача мобильного приложения банка!",2017-07-11
4,"Изменяю свой старый отзыв. В худшую сторону. Когда конкуренты моментально отвечают на вопросы в чате ""первый банк страны"" может игнорировать сообщения через сбол по несколько дней. Данные по оплате кредитов не обновляются. Где-то косяк и его не исправляют. Позор!",2017-07-11
5,Все устраивает,2017-07-11
5,Неплохо,2017-07-11
5,Удобно пользоваться),2017-07-11
5,Супер,2017-07-11
5,Как положить деньги через это приложение на счет в сбербанке?,2017-07-11
3,Глюки на прошивку. Не установился Android pay,2017-07-11
4,Хотелось очень карточка действовала и Узбекистане,2017-07-11
5,"Все очень нравится.удобно ложить на счет.,переводом на др карты",2017-07-11
5,Отлично все работает. Разработчикам благодарчик.,2017-07-11
5,Приложение класс справляется со всеми задачами и помогает вычислить вирус на андроид смартфона ставлю 10.👍,2017-07-11
5,Обожаю Вас),2017-07-11
4,"Все идеально,вот было бы ещё офлайн версия по средствам смс,вообще бы не заменимые было",2017-07-11
5,Самое лучший онлайн банк!,2017-07-11
4,Ужасное приложение положил деньги и они испарились только позвонив лично узнал куда и сколько их списали зачем тогда клиент банк?,2017-07-11
2,"Требует перепаботки именно интерфейса , по функциям все супер",2017-07-11
5,Зачёт,2017-07-11
5,Приложение супер,2017-07-11
5,Все гуд,2017-07-11
1,Ужасно долгая установка. Зачем-то прилеплена своя клавиатура. Какие-то невнятные проверки антивирусом(кто сказал что это дело банковского приложения??). Чувствую недолго приложение просидит на телефоне,2017-07-11
5,"Вроде работает, удобно))",2017-07-11
4,"Приложением пользуюсь постоянно, достаточно удобно и наглядно. Но что то случилось с программой, приходится дважды набирать пароль для входа. После первого раза входит, показывает список карт и через секунду выбрасывает назад на ввод пароля. После второго раза работает нормально.",2017-07-11
4,"В целом можно сказать хорошо, но обновлять приложение нужно чаще, чтобы совершенствоваться.",2017-07-11
2,"Какое ваше пёсье дело,стоит у меня нет или нет,не приложение,а блевотина как и весь сбер",2017-07-11
5,Пока всё отлично,2017-07-11
5,Удобно быстро! Можно совершать переводы и платежи не выходя из дома это удобно!,2017-07-11
5,Отличное приложение. Очень выручает.,2017-07-11
5,Все работает...,2017-07-11
1,Урезаный функционал. Рута нет. Разработчики не хотят ничего исправлять.,2017-07-11
5,Конкрет,2017-07-11
5,Супер,2017-07-11
4,"Норм приложение,только требует подтверждение пароля или отпечатка пальца раза три, прежде чем загрузиться. Напрягает.",2017-07-11
4,Ваше приложение детектит вирус data/app/con.example.flashplayer.app-1/base.apk/classes.dex. Но ни одна антивирусная программа его не находит. В списке системных приложений тоже нет. Что делать?,2017-07-11
5,"Очень удобно , весь сбербанк в одном телефоне.",2017-07-11
5,Норм.,2017-07-11
4,"Когда телефон без рут прав, то многое в приложении удобно - и шаблоны можно добавить, и по реквизитам заплатить, и найти по ИНН (хотя, не всё находит), и исправить сумму при повторном переводе денег и многое другое. Добавьте, пожалуйста, возможность - частичное погашение кредита и досрочное погашение, а то только из-за одного этого приходится заходить через браузер. Большой минус, если у телефона есть рут права - ничего и никаким образом оплатить нельзя, кроме как по шаблонам. Дайте людям возможность, самим решать - использовать все функции или минимальные.",2017-07-11
3,Очень часто глючит ((,2017-07-11
5,Сбербанк как всегда впереди)очень развитая инфраструктура)идет навстречу к клиенту.,2017-07-11
5,"Мне в сбербанк онлайн все нравится , удобное приложение",2017-07-11
5,Все отлично!!!!!!!!!!,2017-07-11
1,Samsung Galaxy Note 4 плохо работает pay пишет техническая ошибка,2017-07-11
5,Очень удобное и лёгкое приложения,2017-07-11
5,Круто,2017-07-11
5,Всё отлично!Спасибо.,2017-07-11
1,Сканирует кто из контактов в избранном и добавляет под них шаблоны! Мои шаблоны которые я использовал не работают (теперь видите ли не найден лицевой счет)! Чем дольше допиливаете - тем меньше остается от нормального приложения! Руки себе купите с мозгами на оборотную прибыль!,2017-07-11
1,Не скачать!,2017-07-11
4,Добавьте возможность отметить все уведомления как прочитанные. Раздражает вечно висящие сотни этих уведомлений на иконке на рабочем столе телефона,2017-07-11
5,"Работает гораздо лучше чем предыдущие версии, но ещё есть куда стремиться.",2017-07-11
5,Отличное приложение!,2017-07-11
5,"Отличное приложение, очень удобно в планировании платежей и переводов",2017-07-11
5,Отличное приложение. Давно им пользуюсь,2017-07-11
1,Уберите ошибку с рутом. Телефон мейзу m5s. Телефон новый и рут ни кто не устанавливал,2017-07-11
1,"Я думал хуже уже некуда!Оказывается что есть! Я извиняюсь...на кой Х... проверять мой флагман антивирусом?! Ждешь как дурак, тратишь драгоценное время! С таким приложением я лучше пешочком 4 остановки пройду до ближайшего отделения где мне всё сделают.",2017-07-11
1,"Не получается обновить приложение(Asus ZenFone2) на установке может висеть сутки, а потом перезагружает телефон",2017-07-11
5,Очень удобное приложение!,2017-07-11
5,👍🏻👍🏻👍🏻,2017-07-11
3,После обновления приложением стало пользоваться сложнее. Разрабы какое ваше дело есть у меня root права или нет?До этого всё работало отлично.,2017-07-11
5,"Очень удобное,и быстрое приложение.",2017-07-11
5,Класс,2017-07-11
1,"Косячное приложение, зарегистрироваться не могу, то сервер не пашет, то смс присланный не проходит, то логин занят( дважды) .Ужас, просто!!!! Удалила все!!!! Сбер, как всегда через одно место",2017-07-11
4,"Часто не загружается приложение, приходится перезагружать программу",2017-07-11
5,Все устраивает,2017-07-11
5,Спасибо.,2017-07-11
5,Мне всё нравится.,2017-07-11
5,Мне понравилось.,2017-07-11
5,Сбербанк отличный банк и приложение мне нравится все удобно и понятно остальным банкам надо учится у таких как сбербанк!,2017-07-11
5,Просто космос по сравнению с ВТБ24-Онлайн,2017-07-11
5,Приложение развивается и становится лучше.,2017-07-11
5,Все супер!,2017-07-11
5,Приложением довольна,2017-07-11
5,Все отлично,2017-07-11
5,Очень удобно! Спасибо!,2017-07-11
5,Хорошее приложение,2017-07-11
4,"Нормальное приложение, только загрузка его долговатая...проверка...прошивка...",2017-07-11
5,Молодцы,2017-07-11
5,Очень хорошее приложение мне нравиться быстрое и мобильное упровление своим щетом,2017-07-11
5,Харашо,2017-07-11
5,Всё супер,2017-07-11
5,Обновленная версия мне очень нравится. Всё просто и быстро,2017-07-11
4,Хотя можно добавить управление мобильными номерами.,2017-07-11
5,Классное приложения ))) Просто и удобно 10+++,2017-07-11
5,Удобно и быстро!,2017-07-11
5,Удобно,2017-07-11
5,Очень удобное приложение,2017-07-11
1,—————,2017-07-11
1,Только Шаблоны,2017-07-11
5,Классно мне нравиться,2017-07-11
5,Крутое,2017-07-11
5,Хорошо что есть такой придложени спасиба создателу,2017-07-11
4,Иногда нобераю номер кода выкидовает снова нобераю что зделать,2017-07-11
5,Все отлично,2017-07-11
5,Очень удобно! Не надо бегать по банкоматам. Посмотрим дальше по безопасности!,2017-07-11
5,Супер,2017-07-11
1,"Нужно было срочно сжелать платеж. Скачала, вошла, набрала данные по операции «оплата связи». И... ни хрена. «Мы беспокоимся о безопасности...ваш платеж заблокирован...звоните...» Ну нет возможности у меня звонить, ну, что за бред. У всех банков всегда все нормально, тут, вечно через.... Есть же подтверждение по смс. Ну, введите вы еще внесение паспортных данных для проверки или что-то такое. Есть же те, кому не позвонить. На работе люди, да просто немые или глухие. В итоге, плюнула. Пришлось писать подруге, чтобы оплатила она. Добавлю (вечер того же дня) когда позвонила в конт.центр, ждать нужно было 5(!) минут. Простите, но это ..... Вроде позиционируете себя как самымый-самый банк, а на деле все через ж.",2017-07-11
5,"Все работает, спасибо",2017-07-11
1,Не удается войти в личный кабинет и не получается обновить именно это приложение,2017-07-11
5,Мне всё нра! ),2017-07-11
5,"Недавно начал пользоваться, пока все отлично... весьма удобное приложение!",2017-07-11
5,Всем советую эту программу!,2017-07-11
5,"Есть некоторые замечания, в целом отлично.",2017-07-11
5,Нормально,2017-07-11
5,Нет возможности для досрочного погашения кредита.,2017-07-11
5,Zaeba,2017-07-11
5,"Работает стабильно, без глюков. Будет здорово, если добавят возможность делать пометки прямо в истории доходов/расходов. Типа вот эти 200р 9-го числа - это мобильный. Эти 500 - продукты... Итд.",2017-07-11
5,Мне нравится!,2017-07-11
5,Просто и удобно!,2017-07-11
5,Удобно следить за своими расходами,2017-07-11
5,Пока к приложению претензий нет.,2017-07-11
5,"Удобно, оперативно.",2017-07-11
5,👍👍👍👍👍,2017-07-11
5,СПО ибо разраборчикам,2017-07-11
4,"Первое, что не может не раздражать - это постоянная проверка прошивки при входе. Вторая причина - довольно частый вылет из приложения после ввода или отпечатка на главный экран ввода пароля. Причем, сканер не срабатывает во второй раз. Но в сбербанк уже пускает. Исправьте, пожалуйста, данные недостатки)",2017-07-11
5,Все удобно,2017-07-11
5,Очень помогает в жизни. Все оплаты и покупки не выходя из дома.,2017-07-11
5,"На телефон Филипс 8555 ,приложение скачиваеться но не устанавливается ,пишет ошибка 24.Пробовал другой аккаунт не помогает.",2017-07-11
5,Люблю!,2017-07-11
5,Удобное приложение.Все делается быстро,2017-07-11
5,Пока все устраивает,2017-07-11
1,Надо заходить по 2 раза. Пишет что стоит рут приложение но у меня в телефоне ни чего такого нет. Исправте пожалуйста,2017-07-11
5,Мне нравится,2017-07-11
5,"Спасибо большое, приложение очень удобное, рекомендую!",2017-07-11
5,"Классное приложение, а главное удобное",2017-07-11
5,Все быстро,2017-07-11
5,Лучший мобильный банк!,2017-07-11
5,"Хорошее приложение, ещё бы добавить, оплату мобильного номера по странам.",2017-07-11
4,"При входе в приложение, даже при вводе правильного пароля, часто вылетаешь обратно, приходится вводить пароль по нескольку раз. До сих пор не ввели создание виртуальных карт. В-общем, сделано много, но есть ещё над чем поработать. Удачи вам, авторы, спасибо за приложение. Без него со сбербанком было бы тоскливо.",2017-07-11
1,"Выбивает, каждый раз, когда ввожу пароль",2017-07-11
5,Пока всё нравится.Так держать!,2017-07-11
5,Норм,2017-07-11
5,"Всё работает, проблем не возникало.",2017-07-11
4,Не отображается раздел мои автоплатежи,2017-07-11
5,Отличное приложение,2017-07-11
5,Ок,2017-07-11
5,"Удобно, мне нравится.",2017-07-11
5,Так то удобно осуществлять переводы гнвыходя из дома,2017-07-11
5,"Отличное и удобное приложение для работы с счётом, быстрыми переводами. Очень его люблю. Ежемесячный платёж себя оправдывает",2017-07-10
5,All good,2017-07-10
5,かっこいい物だぜ。,2017-07-10
5,Быстрее и удобно,2017-07-10
5,Super!!!,2017-07-10
5,"Смартфон Asus Zenfone2. После официального обновления прошивки с Андроид 5.1 до Андроид 6.0.1, приложение в принципе перестало работать, при запуске работает 2-5 сек после чего вылетает и предлагает отправить отчет об ошибке. На этом весь функционал программы заканчивается.... Уж очень прошу исправить проблему.",2017-07-10
5,Все хорошо,2017-07-10
5,Удобно,2017-07-10
5,"Если не считать долгого входа то, приложение очень хорошое., не знаю как у кого но, у меня на работу моего устройства не как не влияет!",2017-07-10
4,После обновления приложение вылетает при входе в шаблоны платежей,2017-07-10
5,Отлично всё,2017-07-10
5,Я довольна этим приложением! Спасибо!,2017-07-10
5,Всё супер!!!,2017-07-10
5,Все отлично! Так держать!,2017-07-10
5,Всё отлично!,2017-07-10
4,Все хорошо,2017-07-10
2,Приложение просто уничтожает заряд батарей. Исправьте ! Galaxy S7,2017-07-10
5,Нет слов просто супер Огpомное спасибо,2017-07-10
5,Норм приложение все удобно,2017-07-10
5,"Отличное приложение! Очень удобно совершать платежи и переводы, вести контроль состояния своего счета.",2017-07-10
5,Отличное приложение,2017-07-10
5,Всё отлично,2017-07-10
1,Сделайте в приложении пополнение с карты другого банка.,2017-07-10
4,Приложение хорошее.,2017-07-10
5,Снова придется возвращаться в Альфа банк,2017-07-10
4,"Приложением пользуюсь давно, все очень нравиться, единственное почему-то по два раза требует пароль при входе.",2017-07-10
5,"Удобно,всегда под рукой приложение для оплаты.",2017-07-10
5,Да хорошо,2017-07-10
5,Всё удобно и максимально понятно),2017-07-10
4,"В шаблоны постоянно добавляется перевод на карту тех людей, что находятся в Избранном на телефоне. Я этоти шаблоны удаляю, а они снова там. Удаляю, а они там. Достало уже. Уберите эту не нужную функцию. В остальном хорошее приложение. Спасибо.",2017-07-10
3,"Просто супер, мне нравится",2017-07-10
5,Очень удобно и главное без суеты и очередей 😄,2017-07-10
5,"Отличное приложение,мне очень нравиться.пока все устраивает ,а дальше посмотрим.на моем смартфоне все работает,со входом в приложение не тормозит.смартфон китайский кубот динозавр.",2017-07-10
5,Пойдёт. Удобно,2017-07-10
1,"Эй, куда подевалась коммуналка? Что за хрень?",2017-07-10
2,"Зачем платить банку за обслуживание, если есть банки, которые платят тебе ?",2017-07-10
5,Всё отлично,2017-07-10
4,"Добавьте, пожалуйста, возможность копирования данных/реквизитов счетов и карт (БИК, ИНН, КПП, кор.счет и т.д.)",2017-07-10
5,Хорошо,2017-07-10
4,Антон,2017-07-10
5,"Мне нравиться, очень удобное приложение и не зависим от компьютера",2017-07-10
4,"Приложение не плохое, но часто вылетает.",2017-07-10
5,"Удобное приложение. Никаких лишних действий, все в одном телефоне",2017-07-10
